1
9
19
-0.053999999999999999	0.003	11
-0.050999999999999997	0.003	11
-0.048000000000000001	0.003	11
-0.044999999999999998	0.003	11
-0.042000000000000003	0.003	11
-0.039	0.003	11
-0.035999999999999997	0.003	11
-0.033000000000000002	0.003	11
-0.029999999999999999	0.003	11
-0.027	0.003	11
-0.024	0.003	11
-0.021000000000000001	0.003	11
-0.017999999999999999	0.003	11
-0.014999999999999999	0.003	11
-0.012	0.003	11
-0.0089999999999999993	0.003	11
-0.0060000000000000001	0.003	11
-0.0030000000000000001	0.003	11
0	0.003	11
