1
9
19
-0.13500000000000001	0.0075	11
-0.1275	0.0075	11
-0.12	0.0075	11
-0.1125	0.0075	11
-0.105	0.0075	11
-0.097500000000000003	0.0075	11
-0.089999999999999997	0.0075	11
-0.082500000000000004	0.0075	11
-0.074999999999999997	0.0075	11
-0.067500000000000004	0.0075	11
-0.059999999999999998	0.0075	11
-0.052499999999999998	0.0075	11
-0.044999999999999998	0.0075	11
-0.037499999999999999	0.0075	11
-0.029999999999999999	0.0075	11
-0.022499999999999999	0.0075	11
-0.014999999999999999	0.0075	11
-0.0074999999999999997	0.0075	11
0	0.0075	11
