1
9
19
-0.081000000000000003	0.0045	11
-0.076499999999999999	0.0045	11
-0.071999999999999995	0.0045	11
-0.067500000000000004	0.0045	11
-0.063	0.0045	11
-0.058500000000000003	0.0045	11
-0.053999999999999999	0.0045	11
-0.049500000000000002	0.0045	11
-0.044999999999999998	0.0045	11
-0.040500000000000001	0.0045	11
-0.035999999999999997	0.0045	11
-0.0315	0.0045	11
-0.027	0.0045	11
-0.022499999999999999	0.0045	11
-0.017999999999999999	0.0045	11
-0.0135	0.0045	11
-0.0089999999999999993	0.0045	11
-0.0044999999999999997	0.0045	11
0	0.0045	11
